Running Forward KL,Itration,Real Sto Return,Running Env Steps,Running Reverse KL,Running Update Time,Real Det Return,Reward Loss,q,clip,folder,episode,environment,seed
35.9213,12,451.52,60000,27.9427,12,499.19,-416.12103271484375,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,60000,Hopper-v5,1024
35.7161,13,570.93,65000,23.1405,13,597.86,-389.7403259277344,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,65000,Hopper-v5,1024
35.2653,14,705.06,70000,45.7156,14,628.48,-338.2500915527344,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,70000,Hopper-v5,1024
32.4307,15,953.6,75000,37.0937,15,2503.03,-252.68382263183597,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,75000,Hopper-v5,1024
34.818,16,733.51,80000,70.224,16,776.17,-291.8807373046875,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,80000,Hopper-v5,1024
32.9754,17,707.85,85000,31.7013,17,774.1,-366.17236328125,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,85000,Hopper-v5,1024
31.7901,18,868.61,90000,36.8251,18,898.9,-316.0821228027344,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,90000,Hopper-v5,1024
32.9281,19,828.22,95000,45.9483,19,714.35,-312.6260681152344,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,95000,Hopper-v5,1024
32.795,20,751.54,100000,30.163,20,776.3,-321.7190856933594,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,100000,Hopper-v5,1024
32.9556,21,752.91,105000,16.6272,21,701.84,-279.4070129394531,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,105000,Hopper-v5,1024
32.271,22,969.67,110000,23.3044,22,1015.63,-256.79156494140625,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,110000,Hopper-v5,1024
33.8187,23,833.27,115000,16.5878,23,799.33,-294.35699462890625,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,115000,Hopper-v5,1024
32.2519,24,1427.73,120000,27.7624,24,1217.44,-178.54681396484375,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,120000,Hopper-v5,1024
31.9799,25,1485.2,125000,30.0058,25,1059.59,-198.59963989257807,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,125000,Hopper-v5,1024
31.2138,26,1414.32,130000,29.8901,26,2993.19,-164.29135131835938,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,130000,Hopper-v5,1024
32.851,27,2057.67,135000,16.3237,27,3096.29,-180.81146240234372,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,135000,Hopper-v5,1024
31.7312,28,2294.11,140000,25.664,28,3014.37,-172.1480255126953,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,140000,Hopper-v5,1024
32.1831,29,2129.68,145000,14.4542,29,2592.39,-238.7740631103516,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,145000,Hopper-v5,1024
30.5193,30,2254.06,150000,21.802,30,3045.54,-156.43960571289062,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,150000,Hopper-v5,1024
30.1283,31,2874.26,155000,29.4559,31,2974.18,-161.82070922851562,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,155000,Hopper-v5,1024
31.951,32,2197.23,160000,22.9956,32,2704.29,-177.8618927001953,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,160000,Hopper-v5,1024
31.2909,33,2430.5,165000,23.8614,33,3119.14,-167.924560546875,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,165000,Hopper-v5,1024
32.8742,34,1290.64,170000,16.248,34,1971.83,-340.733642578125,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,170000,Hopper-v5,1024
32.2246,35,1791.71,175000,15.7016,35,1537.5,-281.1972351074219,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,175000,Hopper-v5,1024
30.3908,36,2563.53,180000,15.792,36,3259.41,-153.8496856689453,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,180000,Hopper-v5,1024
32.0592,37,2048.03,185000,15.8899,37,1182.53,-258.52593994140625,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,185000,Hopper-v5,1024
33.1444,38,1207.33,190000,20.8583,38,1000.17,-424.8731994628906,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,190000,Hopper-v5,1024
32.6437,39,1487.93,195000,18.5449,39,1069.13,-407.384765625,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,195000,Hopper-v5,1024
29.8601,40,2923.22,200000,17.4277,40,3217.53,-120.3375473022461,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,200000,Hopper-v5,1024
31.9972,41,1482.59,205000,16.1869,41,995.86,-393.3368835449219,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,205000,Hopper-v5,1024
31.0884,42,2340.49,210000,15.7937,42,1139.63,-235.7041778564453,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,210000,Hopper-v5,1024
31.0502,43,2372.95,215000,17.5508,43,3231.69,-253.95870971679688,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,215000,Hopper-v5,1024
32.2604,44,1489.24,220000,19.949,44,1027.55,-431.9617309570313,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,220000,Hopper-v5,1024
32.5869,45,1618.35,225000,22.2711,45,954.89,-423.9070434570313,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,225000,Hopper-v5,1024
32.9212,46,1158.78,230000,19.112,46,1084.14,-464.0166320800781,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,230000,Hopper-v5,1024
32.9331,47,1293.06,235000,20.6895,47,1066.59,-465.5139770507813,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,235000,Hopper-v5,1024
32.5347,48,1375.0,240000,28.6875,48,1214.06,-447.3288269042969,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,240000,Hopper-v5,1024
32.5526,49,1410.09,245000,22.5336,49,1145.86,-470.0960388183594,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,245000,Hopper-v5,1024
30.2766,50,1757.27,250000,16.301,50,971.86,-246.67581176757807,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,250000,Hopper-v5,1024
32.3949,51,1179.69,255000,27.6365,51,1021.08,-426.7654113769531,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,255000,Hopper-v5,1024
32.8013,52,1423.82,260000,21.3927,52,1359.65,-438.10552978515625,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,260000,Hopper-v5,1024
32.4205,53,1328.33,265000,19.4585,53,1184.07,-443.4234008789063,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,265000,Hopper-v5,1024
32.292,54,1463.31,270000,17.1823,54,1757.92,-389.16058349609375,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,270000,Hopper-v5,1024
31.651,55,1836.6,275000,17.5999,55,3156.66,-296.0565185546875,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,275000,Hopper-v5,1024
32.3603,56,1881.07,280000,15.9425,56,1921.74,-373.3692932128906,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,280000,Hopper-v5,1024
30.3834,57,1596.69,285000,17.9023,57,2915.47,-350.8587646484375,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,285000,Hopper-v5,1024
30.2619,58,1934.46,290000,19.208,58,1849.44,-253.36590576171875,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,290000,Hopper-v5,1024
32.1537,59,1366.16,295000,19.0942,59,1510.1,-449.7618103027344,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,295000,Hopper-v5,1024
33.2921,60,1164.52,300000,16.5302,60,1083.15,-495.9246215820313,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,300000,Hopper-v5,1024
32.9305,61,1387.66,305000,19.1482,61,1246.7,-486.91497802734375,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,305000,Hopper-v5,1024
31.8556,62,1581.26,310000,19.1706,62,1216.15,-407.5885620117188,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,310000,Hopper-v5,1024
31.501,63,1803.51,315000,17.2847,63,1844.2,-438.6026611328125,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,315000,Hopper-v5,1024
30.7104,64,2403.46,320000,14.633,64,3102.05,-392.3659362792969,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,320000,Hopper-v5,1024
30.287,65,2278.59,325000,14.4883,65,1183.29,-300.26788330078125,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,325000,Hopper-v5,1024
32.8477,66,1228.23,330000,18.0704,66,1251.06,-548.2506713867188,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,330000,Hopper-v5,1024
29.9887,67,1772.77,335000,17.1576,67,997.59,-346.5176086425781,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,335000,Hopper-v5,1024
30.6292,68,2653.42,340000,17.9222,68,3254.29,-382.5222473144531,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,340000,Hopper-v5,1024
30.2931,69,1530.64,345000,17.6325,69,1248.22,-358.9295349121094,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,345000,Hopper-v5,1024
31.5012,70,1356.74,350000,20.568,70,1252.83,-549.7255249023438,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,350000,Hopper-v5,1024
33.0214,71,1445.46,355000,27.2058,71,1158.53,-587.2803955078125,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,355000,Hopper-v5,1024
30.6055,72,2034.39,360000,19.6268,72,1465.57,-452.7719421386719,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,360000,Hopper-v5,1024
31.3539,73,1802.21,365000,22.8411,73,1256.5,-459.44927978515625,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,365000,Hopper-v5,1024
29.9064,74,2742.57,370000,17.8007,74,3234.72,-233.0114898681641,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,370000,Hopper-v5,1024
31.2504,75,2733.5,375000,21.4848,75,3256.97,-331.19354248046875,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,375000,Hopper-v5,1024
30.705,76,1930.65,380000,18.6272,76,1164.01,-238.2682037353516,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,380000,Hopper-v5,1024
31.5397,77,1813.83,385000,18.3777,77,1290.73,-465.7873229980469,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,385000,Hopper-v5,1024
30.7804,78,2300.24,390000,17.9361,78,1208.6,-339.2237854003906,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,390000,Hopper-v5,1024
32.0858,79,1176.65,395000,21.9425,79,1091.4,-671.0048828125,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,395000,Hopper-v5,1024
30.9838,80,1302.92,400000,17.9748,80,1145.83,-560.1480712890625,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,400000,Hopper-v5,1024
30.5198,81,2428.51,405000,16.6909,81,1578.66,-472.82220458984375,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,405000,Hopper-v5,1024
31.3044,82,1542.97,410000,19.3923,82,1290.87,-547.3797607421875,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,410000,Hopper-v5,1024
29.4002,83,2503.9,415000,17.242,83,3311.14,-369.0246276855469,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,415000,Hopper-v5,1024
31.4463,84,1678.36,420000,18.7285,84,1217.53,-611.8111572265625,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,420000,Hopper-v5,1024
31.1689,85,1134.93,425000,20.8831,85,1228.83,-687.749755859375,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,425000,Hopper-v5,1024
30.1758,86,2449.14,430000,17.7594,86,1382.79,-440.3670043945313,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,430000,Hopper-v5,1024
30.4431,87,2334.04,435000,18.2416,87,3310.34,-435.196044921875,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,435000,Hopper-v5,1024
29.1018,88,1908.33,440000,17.4873,88,2455.8,-361.4057312011719,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,440000,Hopper-v5,1024
30.7306,89,2007.56,445000,18.3041,89,1255.0,-543.4158935546875,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,445000,Hopper-v5,1024
30.5019,90,2368.76,450000,18.3662,90,3297.21,-496.0533752441406,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,450000,Hopper-v5,1024
29.702,91,2164.24,455000,17.7837,91,2244.95,-442.50384521484375,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,455000,Hopper-v5,1024
30.3005,92,2208.55,460000,19.9653,92,1949.34,-489.9501953125,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,460000,Hopper-v5,1024
31.4554,93,1946.67,465000,17.8764,93,1535.81,-592.280517578125,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,465000,Hopper-v5,1024
30.527,94,2120.23,470000,18.5541,94,3309.04,-434.8285217285156,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,470000,Hopper-v5,1024
28.9508,95,2500.03,475000,17.0612,95,3303.07,-272.8416442871094,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,475000,Hopper-v5,1024
30.7608,96,1621.7,480000,17.7722,96,1505.29,-547.6431884765625,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,480000,Hopper-v5,1024
30.1884,97,1885.86,485000,21.4745,97,1565.78,-590.7588500976562,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,485000,Hopper-v5,1024
31.1666,98,1967.84,490000,20.4698,98,1810.95,-618.1102905273438,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,490000,Hopper-v5,1024
30.9003,99,1768.49,495000,22.222,99,1620.65,-685.5639038085938,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,495000,Hopper-v5,1024
29.2284,100,2460.14,500000,18.2911,100,3350.2,-350.8656616210937,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,500000,Hopper-v5,1024
30.4206,101,1981.27,505000,22.2157,101,1747.71,-625.843994140625,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,505000,Hopper-v5,1024
30.6068,102,1432.26,510000,24.5867,102,1427.55,-676.1528930664062,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,510000,Hopper-v5,1024
30.9947,103,1529.86,515000,21.7735,103,1235.38,-735.7696533203125,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,515000,Hopper-v5,1024
29.9369,104,2276.32,520000,16.9438,104,2490.88,-517.4591064453125,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,520000,Hopper-v5,1024
28.5144,105,2976.13,525000,15.8882,105,3376.56,-207.2047576904297,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,525000,Hopper-v5,1024
31.5932,106,1778.02,530000,14.3181,106,1476.21,-607.8714599609375,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,530000,Hopper-v5,1024
31.1567,107,1940.18,535000,19.0927,107,1600.56,-676.0404052734375,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,535000,Hopper-v5,1024
29.8539,108,1645.24,540000,14.1028,108,1385.97,-545.035400390625,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,540000,Hopper-v5,1024
30.7808,109,1906.26,545000,13.4283,109,1533.31,-648.2399291992188,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,545000,Hopper-v5,1024
30.9773,110,1865.8,550000,14.353,110,1740.62,-591.0774536132812,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,550000,Hopper-v5,1024
30.1606,111,2129.07,555000,13.6041,111,1816.22,-656.1682739257812,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,555000,Hopper-v5,1024
28.5442,112,2647.06,560000,18.5119,112,3316.82,-369.5074462890625,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,560000,Hopper-v5,1024
30.011,113,1513.34,565000,14.6116,113,1625.94,-664.7689208984375,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,565000,Hopper-v5,1024
28.9762,114,2381.52,570000,14.277,114,3352.47,-508.862548828125,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,570000,Hopper-v5,1024
30.1584,115,1799.89,575000,13.7747,115,1793.16,-555.0320434570312,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,575000,Hopper-v5,1024
30.8061,116,1636.33,580000,14.0304,116,1496.57,-786.75732421875,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,580000,Hopper-v5,1024
30.1237,117,1307.95,585000,13.2559,117,951.84,-749.3108520507812,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,585000,Hopper-v5,1024
29.7817,118,1420.24,590000,15.9625,118,1439.72,-652.6932373046875,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,590000,Hopper-v5,1024
29.5194,119,1319.28,595000,13.6257,119,992.74,-870.0010986328125,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,595000,Hopper-v5,1024
30.0789,120,2002.83,600000,14.3818,120,1647.13,-543.583740234375,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,600000,Hopper-v5,1024
29.1695,121,2527.7,605000,13.6236,121,3399.13,-607.4617309570312,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,605000,Hopper-v5,1024
30.1665,122,1356.11,610000,13.7118,122,1301.8,-756.87548828125,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,610000,Hopper-v5,1024
29.0649,123,2186.21,615000,13.4686,123,3313.72,-606.7470703125,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,615000,Hopper-v5,1024
29.8476,124,1526.6,620000,14.6296,124,1436.06,-823.38525390625,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,620000,Hopper-v5,1024
29.888,125,1732.46,625000,16.4198,125,1441.3,-864.5870971679688,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,625000,Hopper-v5,1024
29.564,126,1701.68,630000,14.0116,126,1722.84,-834.326416015625,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,630000,Hopper-v5,1024
27.607,127,2684.37,635000,14.0732,127,3288.1,-484.6784973144531,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,635000,Hopper-v5,1024
30.4674,128,1753.27,640000,14.1862,128,3026.58,-799.4558715820312,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,640000,Hopper-v5,1024
28.9057,129,1685.33,645000,13.5648,129,2289.42,-700.2163696289062,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,645000,Hopper-v5,1024
29.5647,130,1616.57,650000,13.2604,130,1529.33,-777.5242309570312,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,650000,Hopper-v5,1024
29.767,131,1499.88,655000,14.0966,131,1316.88,-908.387451171875,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_31_q4_seed1024,655000,Hopper-v5,1024
